Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Asistente de voz (product.metafields.custom.asistente_de_voz),Característica 1 (product.metafields.custom.caracteristica_1),Característica 2 (product.metafields.custom.caracteristica_2),Característica 3 (product.metafields.custom.caracteristica_3),Característica 4 (product.metafields.custom.caracteristica_4),Característica 5 (product.metafields.custom.caracteristica_5),Característica 6 (product.metafields.custom.caracteristica_6),Color (product.metafields.custom.color),Comodidad (product.metafields.custom.comodidad),Conectividad (product.metafields.custom.conectividad),Contenido de la caja (product.metafields.custom.contenido_de_la_caja),Dimensiones del producto (product.metafields.custom.dimensiones_del_producto),Display (product.metafields.custom.display),Formas de audio compatibles (product.metafields.custom.formas_de_audio_compatibles),Garantía limitada por defecto de fábrica (product.metafields.custom.garantia_limitada_por_defecto_de_fabrica),Parlantes (product.metafields.custom.parlantes),Potencia (product.metafields.custom.potencia),Sistema de sonido (product.metafields.custom.sistema_de_sonido),Sonido (product.metafields.custom.sonido),Título característica 1 (product.metafields.custom.titulo_caracteristica_1),Título característica 2 (product.metafields.custom.titulo_caracteristica_2),Título característica 3 (product.metafields.custom.titulo_caracteristica_3),Título característica 4 (product.metafields.custom.titulo_caracteristica_4),Título característica 5 (product.metafields.custom.titulo_caracteristica_5),Título característica 6 (product.metafields.custom.titulo_caracteristica_6),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Canal de salida de audio (product.metafields.shopify.audio-output-channel),Uso del audio (product.metafields.shopify.audio-purpose),Color (product.metafields.shopify.color-pattern),Tecnología de conectividad (product.metafields.shopify.connectivity-technology),Interfaz del dispositivo (product.metafields.shopify.device-interface),Tipo de montura (product.metafields.shopify.mounting-type),Fuente de alimentación (product.metafields.shopify.power-source),Diseño de altavoces (product.metafields.shopify.speaker-design),Características del altavoz (product.metafields.shopify.speaker-features),Tecnología de altavoces (product.metafields.shopify.speaker-technology),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
audifonos-inalambricos-philips-55-horas-de-bateria-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/6d89bbbf-b39b-4af5-8a42-54064113db1a.jpg?v=1769120229,2,jpg_1500x1500_68047101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-55-horas-de-bateria-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/bc887191-23e0-43e9-8725-b32ad0356c71.jpg?v=1769120230,3,jpg_1500x1500_68047090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-55-horas-de-bateria-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/57dc7e53-9a0b-411f-bd1a-12716ee3b4fb.jpg?v=1769120229,4,jpg_1500x1500_68047091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-55-horas-de-bateria-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/54da3761-2650-401c-a78f-3bf193506150.jpg?v=1769120229,5,jpg_1500x1500_68047088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-55-horas-de-bateria-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/5c39b75b-01d2-435a-bc62-6323a3e67a75.jpg?v=1769120229,6,jpg_1500x1500_68047089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-55-horas-de-bateria-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/c754a3c0-3a32-4a57-b12b-ced3c1607e57.jpg?v=1769120230,7,jpg_1500x1500_68047102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-55-horas-de-bateria-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/7ca5538c-2de2-40be-b5d7-d87b04d5c0c4.jpg?v=1769120230,8,jpg_1500x1500_68047111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-para-ninos-philips-con-limite-de-volumen-85db-azul,Philips Audífonos para Niños con Límite de Volumen Seguro - Azul - TAK2019BL/37,"Los auriculares adecuados para introducir a los pequeños amantes de la música al mundo del sonido. Sus graves claros y su diseño divertido están pensados para los niños en crecimiento y son lo suficientemente resistentes para manejar cada situación. Un límite de volumen de 85 dB garantiza música divertida y segura.<br><ul>
<br><li>La banda de sujeción ergonómica y ajustable crece con el niño</li>
<br><li>Las almohadillas suaves proporcionan una fijación segura y cómoda</li>
<br><li>Banda de sujeción ultraligera que ofrece una comodidad y un ajuste superiores</li>
<br><li>Diseño duradero hecho para un uso intenso</li>
<br><li>Siempre seguros y divertidos. Volumen limitado a 85 dB</li>
<br><li>Los controladores de altavoz de neodimio de 32 mm ofrecen un sonido puro y equilibrado</li>
<br>
</ul>",Philips,Sin categoría,"","audífonos; Phiips audio; Philips; Audífonos Kids; 2000 series, KIDS",true,Title,Default Title,,,,,,,,TAK2019BL/37,200.0,shopify,deny,manual,279.00,399.00,true,false,,,,,'840063206380,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/916a8b72-6050-4c2e-b608-8e235e89b545.jpg?v=1769120246,1,jpg_1500x1500_68047634,false,,,,,,,,,,,,,,Micrófono para llamadas: 1 mic,La banda de sujeción simple y ergonómica es totalmente ajustable para adaptarse de forma cómoda a la cabeza de cualquier niño y crecer con ellos.,La compacta banda de sujeción es tan ultraligera y cómoda que es posible llevarla durante un sinfín de horas. Los niños hasta se olvidarán de que la llevan puesta.,Los auriculares están totalmente acolchados con espuma suave para brindar la máxima comodidad y seguridad.,"Diseñados especialmente para ser seguros para los oídos de los pequeños, estos auriculares tienen un volumen limitado a 85 dB. Sin importar si les gusta la música, las caricaturas, las películas o los videos educativos, puede estar tranquilo sabiendo que no escucharán con el volumen demasiado alto.","El neodimio es el mejor material para producir un campo magnético potente con el fin de tener una mayor sensibilidad en una bobina móvil, una mejor respuesta de graves y una calidad de sonido pura y equilibrada.","Desde películas hasta música, ¡les encantará lo que escuchan! Estos auriculares supraurales para niños cuentan con grandes conectores de 32 mm, ajustados con el sonido característico de Philips. Sin importar lo que les guste, disfrutarán de un sonido cálido y natural con graves profundos.",Azul,,"Conexión del cable: Dos paralelos, simétricos
Longitud del cable: 1,2 m
Micrófono: Micrófono integrado
Acabado del conector: cromado","Auriculares supraurales
Guía de uso rápido",Alto: 18cm x Ancho:14.8cm x Profundidad: 3.8cm; Peso: 0.129kg,,,12 meses,,*Volumen limitado a 85 dB según las normas EN 50332 para escuchar de manera segura.,,"Sistema acústico: Cerrado
Rango de frecuencia: 9-24 000 Hz
Diámetro del altavoz: 32 mm
Impedancia: 24 ohmios
Entrada de alimentación máxima: 40 mW
Sensibilidad: 104 dB (1 kHz)
Tipo de controlador: Dinámico",Banda de sujeción ergonómica,Soporte de sujeción ultraliviano,Almohadillas suaves,Volumen limitado a 85 dB,Altavoz con controlador de neodimio,Firma de sonido Philips,,,,,,,,,,,,,,kg,,,true,,,active
audifonos-para-ninos-philips-con-limite-de-volumen-85db-azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/a9fab513-3eb0-45a5-9567-07d75c6f6395.jpg?v=1769120247,2,jpg_1500x1500_68047639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-para-ninos-philips-con-limite-de-volumen-85db-azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/78bf7833-0aee-45c8-aa6a-02b8c4372910.jpg?v=1769120246,3,jpg_1500x1500_68047640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-para-ninos-philips-con-limite-de-volumen-85db-azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/a8f34973-4843-483a-82dc-a26d4765e25c.jpg?v=1769120246,4,jpg_1500x1500_68047645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-para-ninos-philips-con-limite-de-volumen-85db-azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/b0139df8-2d01-4507-a88a-1a13bc988cbf.jpg?v=1769120246,5,jpg_1500x1500_68047649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-para-ninos-philips-con-limite-de-volumen-85db-azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/f22c9d33-1b45-4111-bd0e-25b4866341a5.jpg?v=1769120247,6,jpg_1500x1500_68047653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-para-ninos-philips-con-limite-de-volumen-85db-azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/3c4f78fd-1657-4cee-9e89-1995764beb64.jpg?v=1769120246,7,jpg_1500x1500_68047635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-graves-dinamicos-y-18-horas-de-bateria,Philips Audífonos con Graves Dinámicos y 18 h de Batería - TAT1209BK/00,"Lo mejor de la vida son cosas sencillas. ¡Coge tus auriculares, ponte música y sal a comerte el mundo! Con un sonido excelente, graves dinámicos y un estuche de carga de bolsillo, estos auriculares realmente inalámbricos superpequeños y cómodos te acompañan todo el día<br><ul>
<br><li>Hasta 18 horas de reproducción con el estuche</li>
<br><li>Resistentes al sudor y a las salpicaduras (IPX4)</li>
<br><li>Auriculares pequeños y cómodos con graves potentes</li>
<br><li>Altavoces de 10 mm y función de refuerzo dinámico de graves</li>
<br><li>Llamadas nítidas. Te escucharán con claridad</li>
<br>
</ul>",Philips audio,Sin categoría,"",audífonos; Phiips audio; Philips;2000 series; In Ear;IPX4,true,Title,Default Title,,,,,,,,TAT1209BK/00,69.0,shopify,deny,manual,469.00,649.00,true,false,,,,,'840063203389,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/1ee7c5da-12ec-40fa-9f81-4f1c6e81d82f.jpg?v=1769120227,1,jpg_1500x1500_68115514,false,,,,,,,,,,,,,,"Micrófono para llamadas: 1 mic
Compatibilidad con asistente de voz
Activación del asistente de voz: Manual",Tu voz se transmitirá con claridad en las llamadas. Un micrófono dedicado capta el sonido de tu voz mientras un algoritmo de reducción de ruido silencia parte del ruido de fondo del entorno que te rodea.,La conectividad Bluetooth avanzada te ofrece una conexión más estable para lograr una transmisión perfecta. Disfruta de tus listas de reproducción o escucha tu podcast favorito sin interrupciones ni molestos saltos de sonido.,"Puede que estos auriculares realmente inalámbricos sean pequeños, pero no tendrás que subir el volumen para obtener el mejor sonido. Toca el auricular izquierdo para activar los graves dinámicos y disfrutar de toda la potencia de tus líneas de bajo favoritas, incluso al escuchar música en silencio.","No importa el tiempo. La clasificación IPX4 significa que estos auriculares son resistentes a salpicaduras, por lo que da igual si los llevas mientras está lloviendo. ¿Los llevas puestos durante un entrenamiento rápido o en un día especialmente caluroso? Tampoco les afectará un poco de sudor.","Disfruta de 6 horas de reproducción con una carga completa y 12 horas adicionales del estuche. Coloca los auriculares en el estuche y se recargarán completamente en 2 horas. Si necesitas una recarga rápida, con solo 15 minutos obtendrás una hora adicional. El estuche se puede cargar mediante USB-C.","Las almohadillas se ajustan de forma suave pero segura en el canal auditivo y las cubiertas de silicona intercambiables te permiten encontrar el ajuste perfecto. Los controles táctiles de los auriculares facilitan las cosas. Activa la función de refuerzo dinámico de graves, controla la reproducción o responde a una llamada y mucho más.",Negro,"Resistencia al agua: IPX4
Modo mono para TWS
Tipo de controles: Tacto","Versión de Bluetooth: 5.3
Sin cables
Perfiles Bluetooth: A2DP, AVRCP, HFP
Alcance máximo: Hasta 10 m","Audífonos
Guía de inicio rápido
Almohadillas: 3 pares (S/M/L)
Estuche de carga
Cable de carga: Cable USB-C, 200 mm",Dimensiones del estuche de carga (An. x Pr. x Al.): 5.80 x 3.59 x 2.52 cm; Peso total: 0.03 kg,,,12 meses,,"Recargable
Tiempo de reproducción de música: 6 + 12 hora(s)
Tiempo de carga: 2 hora(s)
Rápido tiempo de carga: 15 mins for 1 hr",,"Rango de frecuencia: 20 - 20 000 Hz
Diámetro del altavoz: 10 mm
Resistencia: 16 ohmios
Entrada de alimentación máxima: 10 mW
Sensibilidad: 97 dB (-10 dBFS 1 KHz)
Tipo de altavoz: Dinámico",Llamadas nítidas. Te escucharán con claridad, Conexión Bluetooth sólida,Auriculares pequeños y cómodos con graves potentes,Resistentes al sudor y a las salpicaduras (IPX4),Hasta 18 horas de reproducción con el estuche,Ajuste cómodo y controles táctiles prácticos en los auriculares,,'5,,,,,,,,,,,,kg,,,true,,,active
audifonos-philips-con-graves-dinamicos-y-18-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/cd00a743-d370-4318-98e9-f70986799066.jpg?v=1769120227,2,jpg_1500x1500_68115534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-graves-dinamicos-y-18-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/23806589-3e22-4a51-bf8a-1dbe471cef3c.jpg?v=1769120227,3,jpg_1500x1500_68115523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-graves-dinamicos-y-18-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/4e820d97-9941-4071-a1da-04c360324e70.jpg?v=1769120227,4,jpg_1500x1500_68115513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-graves-dinamicos-y-18-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/042e99aa-0270-49e6-ad12-f61bce95f65b.jpg?v=1769120227,5,jpg_1500x1500_68115517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barra-de-sonido-2-1-philips-con-subwoofer-inalambrico-y-bluetooth,Philips Barra de Sonido 2.1 con Subwoofer Inalámbrico - TAB4500/37,"Audio de alta calidad en un perfil bajo con 2,1 canales y un subwoofer inalámbrico. Esta barra de sonido ofrece un buen precio y una salida impresionante gracias a su tecnología de audio inmersivo que no excede su presupuesto.<br><ul>
<br><li>Audio envolvente con 2.1 canales</li>
<br><li>Bluetooth 5.4 para una estabilidad de audio constante</li>
<br><li>Suba el volumen sin distorsión. Salida RMS de 140 W como máximo/70 W</li>
<br><li>Sincronización y conexiones fluidas con HDMI-ARC</li>
<br>
</ul>",Philips,Sin categoría,"",nuevo,true,Title,Default Title,,,,,,,,TAB4500/37,5000.0,shopify,deny,manual,2089.00,2899.00,true,false,,,,,'840063204553,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/eb49c93d-6f6a-4c0a-aa6a-7713e7ddbcdc.jpg?v=1769120223,1,jpg_1500x1500_68124536,false,,,,,,,,,,,,,,,"Ya sea para disfrutar de la música, la acción o más, conecte sus dispositivos móviles favoritos a esta barra de sonido de forma sencilla a través de Bluetooth 5.4. Disfrute de una transmisión y sincronización de sonido mejoradas que ofrecen un audio más suave y con menos retrasos.","Esta barra de sonido Philips cuenta con certificación Roku TV Ready. Esto significa que disfrutará de una configuración simple y un control remoto y ajustes rápidos cuando lo empareje con un televisor Roku. Roku, el logotipo de Roku, Roku TV, Roku TV Ready y el logotipo de Roku TV Ready son marcas comerciales o marcas comerciales registradas de Roku, Inc. Este producto es compatible con Roku TV Ready en Estados Unidos, Canadá, México, Reino Unido y Brasil. Los países están sujetos a cambios. Para obtener la lista más actualizada de países en los que este producto es compatible con Roku TV Ready, envíe un correo electrónico a rokutvready@roku.com.","Con hasta 140 w de potencia, reduce las distorsiones y amplifica su sonido con un audio envolvente y nítido. Escuche los diálogos de la forma más natural y nivele la experiencia de sonido según su elección de entretenimiento.","Con un diseño elegante de bajo perfil y un subwoofer fácil de ocultar, despídase de las barras de sonido enormes. Gracias a su pequeño tamaño, puede agregarlo a la experiencia de audio de su televisor sin problemas y disfrutar de una salida de sonido de calidad.","Amplíe las posibilidades de sonido con esta barra de sonido. Gracias a la versátil conectividad HDMI-ARC, sincronice sin problemas con otros dispositivos sin la necesidad de varios cables.","Experimente un audio de alta calidad en una barra de sonido compacta a un precio que se adapta a la mayoría de los presupuestos. Esta barra de sonido, que ofrece la confiabilidad de los productos europeos, agrega una experiencia y expansión satisfactorias del sonido de su televisor.",,,,,,,,,,,,, Bluetooth 5.4 para una estabilidad de audio constante,Roku TV Ready™. Configuración sencilla. Un control remoto. Ajustes rápidos.,Suba el volumen sin distorsión. Salida RMS de 140 W como máximo/70 W,Luce genial con un diseño elegante y compacto,Sincronización y conexiones fluidas con HDMI-ARC,Está diseñado con la experiencia de la UE para lograr una calidad confiable,,,,,,,,,,,,,,kg,,,true,,,active
barra-de-sonido-2-1-philips-con-subwoofer-inalambrico-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/7c28092e-95e1-466b-bc50-642b675c940a.jpg?v=1769120223,2,jpg_1500x1500_68124535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barra-de-sonido-2-1-philips-con-subwoofer-inalambrico-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/5470284c-55e7-4493-b481-1255b3c457e4.jpg?v=1769120223,3,jpg_1500x1500_68124532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barra-de-sonido-2-1-philips-con-subwoofer-inalambrico-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/f6a3d3b7-a7ef-4fd9-86e7-4c3f0a6534b7.jpg?v=1769120223,4,jpg_1500x1500_68124534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barra-de-sonido-2-1-philips-con-subwoofer-inalambrico-y-bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/de33202a-b22f-489c-baeb-c000cd98de76.jpg?v=1769120224,5,jpg_1500x1500_68124533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-cancelacion-de-ruido-pro-y-24-horas-de-bateria,Philips Audífonos con Cancelación de Ruido Pro y 24 h de Batería - TAT3509GY/00,"Siempre estarás en el lugar perfecto para usar los auriculares inalámbricos con reducción de ruido que reaccionan a tu entorno en tiempo real. Disfruta de música, vídeos y llamadas con graves profundos, incluso a un volumen bajo.<br><ul>
<br><li>Sumérgete con la reducción de ruido Pro</li>
<br><li>Siempre listo: estuche de carga compacto y modo mono</li>
<br><li>Hasta 24 horas de reproducción (18 horas con la reducción de ruido activada)</li>
<br><li>Controles táctiles auditivos personalizables</li>
<br><li>Aplicación Philips Headphones para personalizar</li>
<br>
</ul>",Philips,Sin categoría,"",audífonos; Phiips audio; Philips;3000 series; In Ear,true,Title,Default Title,,,,,,,,TAT3509GY/00,521.0,shopify,deny,manual,829.00,1149.00,true,false,,,,,'840063205338,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/ab1cef7a-5df2-485d-88c7-1289ea810d7e.jpg?v=1769120235,1,jpg_1500x1500_67957717,false,,,,,,,,,,,,,,"Compatibilidad con asistente de voz: Siri de Apple, Asistente de Google
Activación del asistente de voz: Táctil multifunción","La reducción de ruido adaptable reacciona rápidamente a tu entorno para anular el ruido externo, incluido el viento, en tiempo real. Cuando quieras oír lo que sucede a tu alrededor, el modo de conciencia del exterior deja que entren los sonidos externos. El modo de conciencia rápida del exterior mejora las voces para que puedas mantener una conversación sin necesidad de quitarte los auriculares.","Estos auriculares realmente inalámbricos suenan de lujo y no tendrás que subir el volumen para sacarle el mejor partido a sus altavoces de 10 mm. Activa los graves dinámicos en el auricular izquierdo o en la aplicación Philips Headphones y disfruta de toda la potencia de tus líneas de bajo favoritas, incluso al escuchar música en silencio.","Llévate el pequeño estuche de carga en el bolsillo y los auriculares siempre estarán listos. Permanecerán protegidos y se cargarán cuando no los estés usando. Además, el modo mono te permite usar cualquiera de los dos auriculares mientras el otro se carga.",Tu voz se oirá con claridad en las llamadas. Un micrófono dedicado capta el sonido de tu voz a la vez que un algoritmo de reducción de ruido silencia parte del ruido de fondo del entorno que te rodea.,"Con la función de cancelación de ruido activada, obtienes hasta 6 horas de reproducción con una carga completa y 12 más de la funda (8 y 16 sin reducción de ruido). Si necesitas un extra rápido, carga los auriculares durante 15 minutos para obtener una hora más. El estuche en sí mismo se puede recargar a través de USB-C.","Con una clasificación IPX4, estos auriculares realmente inalámbricos son resistentes a cualquier salpicadura. Aguantarán un poco de sudor y no tendrás que preocuparte de que la lluvia te pille en la calle.",Gris,"Control de volumen
Resistencia al agua: IPX4
Compatibilidad con la aplicación Philips Headphones
Modo mono para TWS
Tipo de controles: Tacto","Versión de Bluetooth: 5.3
Perfiles Bluetooth: A2DP, AVRCP, HFP, TMAP
Alcance máximo: Hasta 10 m","1 Audífonos
Guía de inicio rápido
Almohadillas: 3 pares (S/M/L)
Estuche de carga
Cable de carga: Cable USB-C, 200 mm","Dimensiones del estuche de carga (An. x Pr. x Al.): 6,20 x 2,80 x 3,60 cm;  Peso total: 0,045 kg",,,12 meses,,"Recargable
Tiempo de carga: 2 hora(s)
Tiempo de reproducción de música (ANC activada): 6+12 hora(s)
Tiempo de reproducción de música (ANC desactivada): 8+16 hora(s)
Rápido tiempo de carga: 15 mins for 1 hr",Cerrado,"Sistema acústico: Cerrado
Diámetro del altavoz: 10 mm
Tipo de altavoz: Dinámico
Resistencia: 16 ohmios
Sensibilidad: 104 dB (1000 Hz)
Rango de frecuencia: 20 - 20 000 Hz
Entrada de alimentación máxima: 10 mW",Sumérgete con la reducción de ruido Pro,Sonido excelente incluso a bajo volumen con los graves dinámicos,Siempre listo: estuche de carga compacto y modo mono,Llamadas nítidas. Te escucharán con claridad,Hasta 24 horas de reproducción (18 horas con la reducción de ruido activada),Resistentes al sudor y a las salpicaduras (IPX4),,'3,,,,,,,,,,,,kg,,,true,,,active
audifonos-philips-con-cancelacion-de-ruido-pro-y-24-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/ee6fea4e-158f-4a52-a250-5ebef82bd5db.jpg?v=1769120235,2,jpg_1500x1500_67957723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-cancelacion-de-ruido-pro-y-24-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/a3be2304-ab79-4d7f-bcca-f38567c98afa.jpg?v=1769120235,3,jpg_1500x1500_67957725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-cancelacion-de-ruido-pro-y-24-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/69586215-4c08-4acb-83f4-adde175398f1.jpg?v=1769120235,4,jpg_1500x1500_67957718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-cancelacion-de-ruido-pro-y-24-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/2c9d48db-0890-40d6-832d-9a37180893f8.jpg?v=1769120235,5,jpg_1500x1500_67957719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-cancelacion-de-ruido-pro-y-24-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/255f50fb-217a-4af6-b106-f282f545f073.jpg?v=1769120235,6,jpg_1500x1500_67957720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-philips-con-cancelacion-de-ruido-pro-y-24-horas-de-bateria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/243c4d76-7755-4b86-b54b-bf88acb69e38.jpg?v=1769120235,7,jpg_1500x1500_67957724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
